,Name,Country,City,Address,Ratings,Weekday,StartingHours,StartingMinutes,EndingHours,EndingMinutes
1674,Baba Laksa House,AU,Sydney,Grace Hotel,4.0,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated
1675,Baba Laksa House,AU,Sydney,Grace Hotel,4.0,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated
1676,Baba Yega Cafe,US,Houston,2607 Grant St,4.0,6,09,30,21,00
1677,Baba Yega Cafe,US,Houston,2607 Grant St,4.0,6,09,30,21,00
1678,Baba's Pierogies,US,Brooklyn,295 3rd Ave,4.5,6,11,30,22,00
1679,Baba's Pierogies,US,Brooklyn,295 3rd Ave,4.5,6,11,30,22,00
1680,Babbo,AU,Melbourne,Shop 7 Madame Brussels Lane,4.5,4,06,30,16,00
1681,Babbo,AU,Melbourne,Shop 7 Madame Brussels Lane,4.5,4,06,30,16,00
1682,Babbo Pizzeria e Enoteca,US,Boston,11 Fan Pier Blvd,3.5,6,11,30,23,00
1683,Babbo Pizzeria e Enoteca,US,Boston,11 Fan Pier Blvd,3.5,6,11,30,23,00
1684,Babirusa,US,Seattle,2236 Eastlake Ave E,4.5,6,16,00,00,00
1685,Babirusa,US,Seattle,2236 Eastlake Ave E,4.5,6,16,00,00,00
1686,Babooshka,AU,Perth,Unit 7,3.5,6,09,00,14,00
1687,Babooshka,AU,Perth,Unit 7,3.5,6,09,00,14,00
1688,Babu Bombay Street Kitchen,GB,Glasgow,186 W Regent Street,4.5,5,08,00,21,00
1689,Babu Bombay Street Kitchen,GB,Glasgow,186 W Regent Street,4.5,5,08,00,21,00
1690,Baby Barnaby's Café,US,Houston,602 Fairview St,4.5,6,08,00,14,00
1691,Baby Barnaby's Café,US,Houston,602 Fairview St,4.5,6,08,00,14,00
1692,Baby Barnaby's Café,US,Houston,602 Fairview St,4.5,6,08,00,14,00
1693,Baby Barnaby's Café,US,Houston,602 Fairview St,4.5,6,08,00,14,00
1694,Baby,AU,Melbourne,631-633 Church St,3.0,6,08,00,23,00
1695,Baby,AU,Melbourne,631-633 Church St,3.0,6,08,00,23,00
1696,Babylon Grill Cafe,GB,Liverpool,417 Smithdown Rd,3.5,6,10,00,23,00
1697,Babylon Grill Cafe,GB,Liverpool,417 Smithdown Rd,3.5,6,10,00,23,00
1698,Babylon Restaurant,GB,Glasgow,7 Clyde Place,5.0,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated
1699,Babylon Restaurant,GB,Glasgow,7 Clyde Place,5.0,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated
1700,BabyStacks Cafe,US,Las Vegas,2400 N Buffalo Dr,4.0,6,07,00,15,00
1701,BabyStacks Cafe,US,Las Vegas,2400 N Buffalo Dr,4.0,6,07,00,15,00
1702,BabyStacks Cafe,US,Las Vegas,4135 S Buffalo Dr,4.0,6,07,00,15,00
1703,BabyStacks Cafe,US,Las Vegas,4135 S Buffalo Dr,4.0,6,07,00,15,00
1704,Bacalhau Grill & Trade Rite Market,US,San Jose,1555 Alum Rock Ave,4.0,6,09,00,19,00
1705,Bacalhau Grill & Trade Rite Market,US,San Jose,1555 Alum Rock Ave,4.0,6,09,00,19,00
1706,Bacchanal Buffet,US,Las Vegas,Caesars Palace Las Vegas Hotel And Casino,4.0,6,08,00,22,00
1707,Bacchanal Buffet,US,Las Vegas,Caesars Palace Las Vegas Hotel And Casino,4.0,6,08,00,22,00
1708,Bacchus Cafe Bar,GB,Glasgow,80 Glassford Street,4.0,6,11,00,00,00
1709,Bacchus Cafe Bar,GB,Glasgow,80 Glassford Street,4.0,6,11,00,00,00
1710,Bacchus Taverna,GB,Liverpool,14 Waterloo Rd,4.0,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated
1711,Bacchus Taverna,GB,Liverpool,14 Waterloo Rd,4.0,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated
1712,Bachi Burger,US,Las Vegas,470 E Windmill Ln,4.0,6,11,00,23,00
1713,Bachi Burger,US,Las Vegas,470 E Windmill Ln,4.0,6,11,00,23,00
1714,Bachi Kitchen,US,Las Vegas,6825 W Russell Rd,3.5,6,09,00,21,00
1715,Bachi Kitchen,US,Las Vegas,6825 W Russell Rd,3.5,6,09,00,21,00
1716,Bachi Kitchen,US,Las Vegas,6825 W Russell Rd,3.5,6,09,00,21,00
1717,Bachi Kitchen,US,Las Vegas,6825 W Russell Rd,3.5,6,09,00,21,00
1718,Bacio Pizzeria,US,Washington,81 Seaton Pl NW,4.5,6,12,00,22,00
1719,Bacio Pizzeria,US,Washington,81 Seaton Pl NW,4.5,6,12,00,22,00
1720,Back Bay Harry's,US,Boston,142 Berkeley St,3.5,6,11,00,00,00
1721,Back Bay Harry's,US,Boston,142 Berkeley St,3.5,6,11,00,00,00
1722,Back Bay Harry's,US,Boston,142 Berkeley St,3.5,6,11,00,00,00
1723,Back Bay Harry's,US,Boston,142 Berkeley St,3.5,6,11,00,00,00
1724,Back Bay Sandwich,US,Boston,31 St James Ave,4.0,4,09,00,16,00
1725,Back Bay Sandwich,US,Boston,31 St James Ave,4.0,4,09,00,16,00
1726,Back Bay Social Club,US,Boston,867 Boylston St,3.5,6,11,00,02,00
1727,Back Bay Social Club,US,Boston,867 Boylston St,3.5,6,11,00,02,00
1728,Back Deck,US,Boston,2 West St,3.0,6,11,00,21,00
1729,Back Deck,US,Boston,2 West St,3.0,6,11,00,21,00
1730,Back Deck,US,Boston,2 West St,3.0,6,11,00,21,00
1731,Back Deck,US,Boston,2 West St,3.0,6,11,00,21,00
1732,Back Deck,US,Boston,2 West St,3.0,6,11,00,21,00
1733,Back Deck,US,Boston,2 West St,3.0,6,11,00,21,00
1734,Back Deck,US,Boston,2 West St,3.0,6,11,00,21,00
1735,Back Deck,US,Boston,2 West St,3.0,6,11,00,21,00
1736,Back Deck,US,Boston,2 West St,3.0,6,11,00,21,00
1737,Back Deck,US,Boston,2 West St,3.0,6,11,00,21,00
1738,Back Deck,US,Boston,2 West St,3.0,6,11,00,21,00
1739,Back Deck,US,Boston,2 West St,3.0,6,11,00,21,00
1740,Backstreet Café,US,Houston,1103 S Shepherd Dr,4.0,6,10,00,21,00
1741,Backstreet Café,US,Houston,1103 S Shepherd Dr,4.0,6,10,00,21,00
1742,Backstreet Café,US,Houston,1103 S Shepherd Dr,4.0,6,10,00,21,00
1743,Backstreet Café,US,Houston,1103 S Shepherd Dr,4.0,6,10,00,21,00
1744,Bacon Bacon,US,San Francisco,205 A Frederick St,4.0,6,08,00,15,00
1745,Bacon Bacon,US,San Francisco,205 A Frederick St,4.0,6,08,00,15,00
1746,Bacon Boys,US,Las Vegas,3850 E Desert Inn Rd,4.5,6,06,00,22,00
1747,Bacon Boys,US,Las Vegas,3850 E Desert Inn Rd,4.5,6,06,00,22,00
1748,Bacon Boys,US,Las Vegas,3850 E Desert Inn Rd,4.5,6,06,00,22,00
1749,Bacon Boys,US,Las Vegas,3850 E Desert Inn Rd,4.5,6,06,00,22,00
1750,Bacon Boys,US,Las Vegas,3850 E Desert Inn Rd,4.5,6,06,00,22,00
1751,Bacon Boys,US,Las Vegas,3850 E Desert Inn Rd,4.5,6,06,00,22,00
1752,Bad Boys,AU,Melbourne,57 Lonsdale St,4.0,6,09,00,17,00
1753,Bad Boys,AU,Melbourne,57 Lonsdale St,4.0,6,09,00,17,00
1754,Bad Daddy's Burger Bar,US,Charlotte,1626 East Blvd,4.0,6,08,00,22,00
1755,Bad Daddy's Burger Bar,US,Charlotte,1626 East Blvd,4.0,6,08,00,22,00
1756,Bad Daddy's Burger Bar,US,Denver,240 Milwaukee St,4.5,6,11,00,22,00
1757,Bad Daddy's Burger Bar,US,Denver,240 Milwaukee St,4.5,6,11,00,22,00
1758,Bad Saint,US,Washington,3226 11th St NW,4.0,6,17,30,22,00
1759,Bad Saint,US,Washington,3226 11th St NW,4.0,6,17,30,22,00
1760,Badger Cafe,US,Las Vegas,1801 E Tropicana Ave,4.0,6,00,00,00,00
1761,Badger Cafe,US,Las Vegas,1801 E Tropicana Ave,4.0,6,00,00,00,00
1762,Badger Vs Hawk,AU,Melbourne,333 La Trobe St,4.0,4,08,00,22,00
1763,Badger Vs Hawk,AU,Melbourne,333 La Trobe St,4.0,4,08,00,22,00
1764,Ba'get - Russell Street,AU,Melbourne,132 Russell St,4.0,6,10,30,15,30
1765,Ba'get - Russell Street,AU,Melbourne,132 Russell St,4.0,6,10,30,15,30
1766,Baguette Cafe,US,Las Vegas,8359 W Sunset Rd,4.5,6,09,00,15,00
1767,Baguette Cafe,US,Las Vegas,8359 W Sunset Rd,4.5,6,09,00,15,00
1768,Bahama Breeze,US,Las Vegas,375 Hughes Center Dr,4.0,6,11,00,00,00
1769,Bahama Breeze,US,Las Vegas,375 Hughes Center Dr,4.0,6,11,00,00,00
1770,Bahn Thai,US,Charlotte,12206 Copper Way,4.0,5,12,00,21,30
1771,Bahn Thai,US,Charlotte,12206 Copper Way,4.0,5,12,00,21,30
1772,Bai Mai Thai,US,Detroit,1541 E Lafayette St,4.0,5,16,30,22,45
1773,Bai Mai Thai,US,Detroit,1541 E Lafayette St,4.0,5,16,30,22,45
1774,Baia The Italian,AU,Sydney,Cockle Bay Whrf,3.0,6,07,30,22,30
1775,Baia The Italian,AU,Sydney,Cockle Bay Whrf,3.0,6,07,30,22,30
1776,Bailey's Fish and Chips,GB,London,115 Dawes Road,4.5,6,12,00,22,30
1777,Bailey's Fish and Chips,GB,London,115 Dawes Road,4.5,6,12,00,22,30
1778,Bait Shop,US,Seattle,606 Broadway E,4.5,6,16,00,02,00
1779,Bait Shop,US,Seattle,606 Broadway E,4.5,6,16,00,02,00
1780,Baitong,AU,Canberra,Shop 13,4.5,6,17,00,22,00
1781,Baitong,AU,Canberra,Shop 13,4.5,6,17,00,22,00
1782,Baiwei,GB,London,8 Little Newport Street,4.0,6,12,00,22,30
1783,Baiwei,GB,London,8 Little Newport Street,4.0,6,12,00,22,30
1784,Baja Bar & Grill,US,Las Vegas,4755 S Maryland Pkwy,4.5,6,11,00,18,00
1785,Baja Bar & Grill,US,Las Vegas,4755 S Maryland Pkwy,4.5,6,11,00,18,00
1786,Baker Bros,AU,Sydney,Shop 1,4.0,5,08,00,15,00
1787,Baker Bros,AU,Sydney,Shop 1,4.0,5,08,00,15,00
1788,Baker Bros,AU,Sydney,Shop 1,4.0,5,08,00,15,00
1789,Baker Bros,AU,Sydney,Shop 1,4.0,5,08,00,15,00
1790,Bakers Keyboard Lounge,US,Detroit,20510 Livernois Ave,4.0,6,13,00,00,00
1791,Bakers Keyboard Lounge,US,Detroit,20510 Livernois Ave,4.0,6,13,00,00,00
1792,Baker's Palace,US,Denver,550 S Federal Blvd,4.5,6,07,00,17,00
1793,Baker's Palace,US,Denver,550 S Federal Blvd,4.5,6,07,00,17,00
1794,Bakersfield East Blvd,US,Charlotte,1301 East Blvd,4.0,6,11,00,22,00
1795,Bakersfield East Blvd,US,Charlotte,1301 East Blvd,4.0,6,11,00,22,00
1796,Bakersfield East Blvd,US,Charlotte,1301 East Blvd,4.0,6,11,00,22,00
1797,Bakersfield East Blvd,US,Charlotte,1301 East Blvd,4.0,6,11,00,22,00
1798,Bakersfield East Blvd,US,Charlotte,1301 East Blvd,4.0,6,11,00,22,00
1799,Bakersfield East Blvd,US,Charlotte,1301 East Blvd,4.0,6,11,00,22,00
1800,Bakersfield East Blvd,US,Charlotte,1301 East Blvd,4.0,6,11,00,22,00
1801,Bakersfield East Blvd,US,Charlotte,1301 East Blvd,4.0,6,11,00,22,00
1802,Balans Soho Society,GB,London,187 Kensington High Street,4.0,6,08,00,00,00
1803,Balans Soho Society,GB,London,187 Kensington High Street,4.0,6,08,00,00,00
1804,Balans Soho Society,GB,London,187 Kensington High Street,4.0,6,08,00,00,00
1805,Balans Soho Society,GB,London,187 Kensington High Street,4.0,6,08,00,00,00
1806,Balans Soho Society,GB,London,187 Kensington High Street,4.0,6,08,00,00,00
1807,Balans Soho Society,GB,London,187 Kensington High Street,4.0,6,08,00,00,00
1808,Bali Bagus,AU,Melbourne,U707/ 85 Franklin St,3.5,6,11,00,21,00
1809,Bali Bagus,AU,Melbourne,U707/ 85 Franklin St,3.5,6,11,00,21,00
1810,Bali Bagus,AU,Melbourne,U707/ 85 Franklin St,3.5,6,11,00,21,00
1811,Bali Bagus,AU,Melbourne,U707/ 85 Franklin St,3.5,6,11,00,21,00
1812,Bali Bagus,AU,Melbourne,U707/ 85 Franklin St,3.5,6,11,00,21,00
1813,Bali Bagus,AU,Melbourne,U707/ 85 Franklin St,3.5,6,11,00,21,00
1814,Bali Bagus,AU,Melbourne,U707/ 85 Franklin St,3.5,6,11,00,21,00
1815,Bali Bagus,AU,Melbourne,U707/ 85 Franklin St,3.5,6,11,00,21,00
1816,Bali Bagus,AU,Melbourne,U707/ 85 Franklin St,3.5,6,11,00,21,00
1817,Bali Bagus,AU,Melbourne,U707/ 85 Franklin St,3.5,6,11,00,21,00
1818,Bali Bagus,AU,Melbourne,U707/ 85 Franklin St,3.5,6,11,00,21,00
1819,Bali Bagus,AU,Melbourne,U707/ 85 Franklin St,3.5,6,11,00,21,00
1820,Bali Bagus,AU,Melbourne,U707/ 85 Franklin St,3.5,6,11,00,21,00
1821,Bali Bagus,AU,Melbourne,U707/ 85 Franklin St,3.5,6,11,00,21,00
1822,Bali Bagus,AU,Melbourne,U707/ 85 Franklin St,3.5,6,11,00,21,00
1823,Bali Bagus,AU,Melbourne,U707/ 85 Franklin St,3.5,6,11,00,21,00
1824,Bali Bagus,AU,Melbourne,U707/ 85 Franklin St,3.5,6,11,00,21,00
1825,Bali Bagus,AU,Melbourne,U707/ 85 Franklin St,3.5,6,11,00,21,00
1826,Balmoral Boatshed Kiosk,AU,Sydney,2 The Esplanade,3.0,6,07,00,19,00
1827,Balmoral Boatshed Kiosk,AU,Sydney,2 The Esplanade,3.0,6,07,00,19,00
1828,Balthazar,GB,London,4-6 Russell Street,4.0,6,09,00,23,00
1829,Balthazar,GB,London,4-6 Russell Street,4.0,6,09,00,23,00
1830,Balti Indian Restaurant,AU,Perth,3/2 St Georges Terrace,4.0,6,17,15,22,30
1831,Balti Indian Restaurant,AU,Perth,3/2 St Georges Terrace,4.0,6,17,15,22,30
1832,Baltic Deli & Cafe,US,Boston,632 Dorchester Ave,4.5,6,08,00,16,00
1833,Baltic Deli & Cafe,US,Boston,632 Dorchester Ave,4.5,6,08,00,16,00
1834,Bam Bamz Pizza,US,Detroit,1411 Washington Blvd,4.0,6,11,00,21,00
1835,Bam Bamz Pizza,US,Detroit,1411 Washington Blvd,4.0,6,11,00,21,00
1836,Bam Bamz Pizza,US,Detroit,1411 Washington Blvd,4.0,6,11,00,21,00
1837,Bam Bamz Pizza,US,Detroit,1411 Washington Blvd,4.0,6,11,00,21,00
1838,Bam Bamz Pizza,US,Detroit,1411 Washington Blvd,4.0,6,11,00,21,00
1839,Bam Bamz Pizza,US,Detroit,1411 Washington Blvd,4.0,6,11,00,21,00
1840,Bambini Barrista,AU,Melbourne,Shop 7,5.0,4,06,00,16,00
1841,Bambini Barrista,AU,Melbourne,Shop 7,5.0,4,06,00,16,00
1842,Bambini Trust Cafe & Wine Room,AU,Sydney,185 Elizabeth St,4.0,5,17,30,22,30
1843,Bambini Trust Cafe & Wine Room,AU,Sydney,185 Elizabeth St,4.0,5,17,30,22,30
1844,Bamboo,US,Seattle,345 15th Ave E,4.0,6,11,00,21,00
1845,Bamboo,US,Seattle,345 15th Ave E,4.0,6,11,00,21,00
1846,Banana Crêpe,US,San Jose,248 Jackson St,4.0,6,09,00,16,00
1847,Banana Crêpe,US,San Jose,248 Jackson St,4.0,6,09,00,16,00
1848,Banana Leaf,GB,Glasgow,76 Old Dumbarton Road,4.0,6,12,00,23,00
1849,Banana Leaf,GB,Glasgow,76 Old Dumbarton Road,4.0,6,12,00,23,00
1850,Banana Leaf Thai,AU,Brisbane,Unit 4,4.5,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated
1851,Banana Leaf Thai,AU,Brisbane,Unit 4,4.5,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated
1852,Banana Tree,GB,London,75-79 Battersea Rise,4.0,5,12,00,22,30
1853,Banana Tree,GB,London,75-79 Battersea Rise,4.0,5,12,00,22,30
1854,Banana Tree,GB,London,75-79 Battersea Rise,4.0,5,12,00,22,30
1855,Banana Tree,GB,London,75-79 Battersea Rise,4.0,5,12,00,22,30
1856,Bandera Restaurant,US,Chicago,535 N Michigan Ave,4.0,6,11,00,22,00
1857,Bandera Restaurant,US,Chicago,535 N Michigan Ave,4.0,6,11,00,22,00
1858,Bang Bang Café,US,Seattle,2460 Western Ave,4.0,6,08,00,16,00
1859,Bang Bang Café,US,Seattle,2460 Western Ave,4.0,6,08,00,16,00
1860,Bang Bang Pie & Biscuits,US,Chicago,4947 N Damen Ave,4.0,6,08,00,16,00
1861,Bang Bang Pie & Biscuits,US,Chicago,4947 N Damen Ave,4.0,6,08,00,16,00
1862,BANG Street Food,AU,Sydney,3/410 Crown St,4.0,5,12,00,00,00
1863,BANG Street Food,AU,Sydney,3/410 Crown St,4.0,5,12,00,00,00
1864,Bangkok Joe's,US,Washington,3000 K St NW,3.5,6,11,30,22,30
1865,Bangkok Joe's,US,Washington,3000 K St NW,3.5,6,11,30,22,30
1866,Bangkok On William,AU,Perth,440 William St,4.0,6,17,30,21,30
1867,Bangkok On William,AU,Perth,440 William St,4.0,6,17,30,21,30
1868,Bangkok Pinto,US,Boston,1041 Tremont St,4.0,6,11,00,22,00
1869,Bangkok Pinto,US,Boston,1041 Tremont St,4.0,6,11,00,22,00
1870,Banh Canh 3 Mien,US,San Jose,958 Story Rd,3.5,6,09,00,22,00
1871,Banh Canh 3 Mien,US,San Jose,958 Story Rd,3.5,6,09,00,22,00
1872,Banh Cuon Tay Ho,US,San Jose,2895 Senter Rd,4.0,6,08,30,20,00
1873,Banh Cuon Tay Ho,US,San Jose,2895 Senter Rd,4.0,6,08,30,20,00
1874,Banh Mese,AU,Sydney,130 Liverpool St,4.5,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated
1875,Banh Mese,AU,Sydney,130 Liverpool St,4.5,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated
1876,Banh Mi Bistro Vietnamese Eatery,US,Phoenix,2340 W Bell Rd,4.5,5,11,00,17,00
1877,Banh Mi Bistro Vietnamese Eatery,US,Phoenix,2340 W Bell Rd,4.5,5,11,00,17,00
1878,Banh Mi House,US,Boston,48 Winter St,4.0,4,11,00,18,00
1879,Banh Mi House,US,Boston,48 Winter St,4.0,4,11,00,18,00
1880,Banh Mi Unwrapped,US,Seattle,4725 University Way NE,4.5,5,10,00,18,00
1881,Banh Mi Unwrapped,US,Seattle,4725 University Way NE,4.5,5,10,00,18,00
1882,Banh Somtum,US,Houston,13420 State Hwy 249,4.5,6,11,00,21,00
1883,Banh Somtum,US,Houston,13420 State Hwy 249,4.5,6,11,00,21,00
1884,Banh Somtum,US,Houston,13420 State Hwy 249,4.5,6,11,00,21,00
1885,Banh Somtum,US,Houston,13420 State Hwy 249,4.5,6,11,00,21,00
1886,Banh Somtum,US,Houston,13420 State Hwy 249,4.5,6,11,00,21,00
1887,Banh Somtum,US,Houston,13420 State Hwy 249,4.5,6,11,00,21,00
1888,Banh Somtum,US,Houston,13420 State Hwy 249,4.5,6,11,00,21,00
1889,Banh Somtum,US,Houston,13420 State Hwy 249,4.5,6,11,00,21,00
1890,Banh Somtum,US,Houston,13420 State Hwy 249,4.5,6,11,00,21,00
1891,Banh Somtum,US,Houston,13420 State Hwy 249,4.5,6,11,00,21,00
1892,Banh Somtum,US,Houston,13420 State Hwy 249,4.5,6,11,00,21,00
1893,Banh Somtum,US,Houston,13420 State Hwy 249,4.5,6,11,00,21,00
1894,Banh Somtum,US,Houston,13420 State Hwy 249,4.5,6,11,00,21,00
1895,Banh Somtum,US,Houston,13420 State Hwy 249,4.5,6,11,00,21,00
1896,Banh Somtum,US,Houston,13420 State Hwy 249,4.5,6,11,00,21,00
1897,Banh Somtum,US,Houston,13420 State Hwy 249,4.5,6,11,00,21,00
1898,Banyan Bar & Refuge,US,Boston,553 Tremont St,3.5,6,11,00,23,00
1899,Banyan Bar & Refuge,US,Boston,553 Tremont St,3.5,6,11,00,23,00
1900,BAO - Soho,GB,London,53 Lexington Street,4.0,5,17,30,22,00
1901,BAO - Soho,GB,London,53 Lexington Street,4.0,5,17,30,22,00
1902,Bar 138 On Barrack,AU,Perth,138 Barrack St,3.5,4,17,00,20,00
1903,Bar 138 On Barrack,AU,Perth,138 Barrack St,3.5,4,17,00,20,00
1904,Bar Anonimo,AU,Sydney,Shop 120,4.5,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated
1905,Bar Anonimo,AU,Sydney,Shop 120,4.5,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated
1906,Bar Cantinetta,US,Seattle,2811 E Madison St,4.0,6,17,00,22,00
1907,Bar Cantinetta,US,Seattle,2811 E Madison St,4.0,6,17,00,22,00
1908,Bar Charley,US,Washington,1825 18th St NW,3.5,6,10,00,00,30
1909,Bar Charley,US,Washington,1825 18th St NW,3.5,6,10,00,00,30
1910,Bar Civita,US,Washington,2609 24th St NW,4.0,6,10,30,21,00
1911,Bar Civita,US,Washington,2609 24th St NW,4.0,6,10,30,21,00
1912,Bar Cotto,US,Seattle,1546 15th Ave,4.5,6,17,00,22,00
1913,Bar Cotto,US,Seattle,1546 15th Ave,4.5,6,17,00,22,00
1914,Bar Cotto,US,Seattle,1546 15th Ave,4.5,6,17,00,22,00
1915,Bar Cotto,US,Seattle,1546 15th Ave,4.5,6,17,00,22,00
1916,Bar Del Corso,US,Seattle,3057 Beacon Ave S,4.0,5,17,00,22,00
1917,Bar Del Corso,US,Seattle,3057 Beacon Ave S,4.0,5,17,00,22,00
1918,Bar Dough,US,Denver,2227 W 32nd Ave,4.0,6,15,00,23,00
1919,Bar Dough,US,Denver,2227 W 32nd Ave,4.0,6,15,00,23,00
1920,Bar Italia,GB,Liverpool,48a Castle Street,4.5,5,17,30,23,00
1921,Bar Italia,GB,Liverpool,48a Castle Street,4.5,5,17,30,23,00
1922,Bar Lafayette,AU,Perth,125 St Georges Tce,4.0,5,16,00,00,00
1923,Bar Lafayette,AU,Perth,125 St Georges Tce,4.0,5,16,00,00,00
1924,Bar Lourinhã,AU,Melbourne,37 Little Collins St,3.5,5,16,00,01,00
1925,Bar Lourinhã,AU,Melbourne,37 Little Collins St,3.5,5,16,00,01,00
1926,Bar Luca,AU,Sydney,52 Phillip St,4.0,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated
1927,Bar Luca,AU,Sydney,52 Phillip St,4.0,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated
1928,Bar Marta,US,Chicago,2700 W Chicago Ave,4.0,5,17,00,00,30
1929,Bar Marta,US,Chicago,2700 W Chicago Ave,4.0,5,17,00,00,30
1930,Bar Marta,US,Chicago,2700 W Chicago Ave,4.0,5,17,00,00,30
1931,Bar Marta,US,Chicago,2700 W Chicago Ave,4.0,5,17,00,00,30
1932,Bar Marta,US,Chicago,2700 W Chicago Ave,4.0,5,17,00,00,30
1933,Bar Marta,US,Chicago,2700 W Chicago Ave,4.0,5,17,00,00,30
1934,Bar Pacino,AU,Brisbane,175 Eagle St,4.0,5,12,00,00,00
1935,Bar Pacino,AU,Brisbane,175 Eagle St,4.0,5,12,00,00,00
1936,Bar Pho,AU,Sydney,Wintergarden Food Court,5.0,4,08,00,17,00
1937,Bar Pho,AU,Sydney,Wintergarden Food Court,5.0,4,08,00,17,00
1938,Bar Pleiades,US,New York,Surrey Hotel,4.5,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated
1939,Bar Pleiades,US,New York,Surrey Hotel,4.5,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated
1940,Bar Pronto,AU,Sydney,Shp2/ 72 Pitt St,4.5,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated
1941,Bar Pronto,AU,Sydney,Shp2/ 72 Pitt St,4.5,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated
1942,Bar Siena,US,Chicago,832 W Randolph St,4.0,6,10,00,02,00
1943,Bar Siena,US,Chicago,832 W Randolph St,4.0,6,10,00,02,00
1944,Bar Soba,GB,Glasgow,11 Mitchell Lane,4.0,6,12,00,00,00
1945,Bar Soba,GB,Glasgow,11 Mitchell Lane,4.0,6,12,00,00,00
1946,Bar Tapavino,AU,Sydney,6 Bulletin Pl,4.0,5,17,00,23,30
1947,Bar Tapavino,AU,Sydney,6 Bulletin Pl,4.0,5,17,00,23,30
1948,Barbacco,US,San Francisco,220 California St,4.0,5,17,00,22,00
1949,Barbacco,US,San Francisco,220 California St,4.0,5,17,00,22,00
1950,Barbacco,US,San Francisco,220 California St,4.0,5,17,00,22,00
1951,Barbacco,US,San Francisco,220 California St,4.0,5,17,00,22,00
1952,Barbacco,US,San Francisco,220 California St,4.0,5,17,00,22,00
1953,Barbacco,US,San Francisco,220 California St,4.0,5,17,00,22,00
1954,Barburrito,GB,Liverpool,14 Paradise Street,3.5,6,12,00,21,00
1955,Barburrito,GB,Liverpool,14 Paradise Street,3.5,6,12,00,21,00
1956,Barca Tapas & Cava Bar,GB,Glasgow,Glasgow City Centre 2nd Floor Princes Square,4.0,6,12,00,00,00
1957,Barca Tapas & Cava Bar,GB,Glasgow,Glasgow City Centre 2nd Floor Princes Square,4.0,6,12,00,00,00
1958,Barca Tapas & Cava Bar,GB,Glasgow,Glasgow City Centre 2nd Floor Princes Square,4.0,6,12,00,00,00
1959,Barca Tapas & Cava Bar,GB,Glasgow,Glasgow City Centre 2nd Floor Princes Square,4.0,6,12,00,00,00
1960,Barcelona Wine Bar Cathedral Heights,US,Washington,3310 Wisconsin Ave NW,4.0,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated
1961,Barcelona Wine Bar Cathedral Heights,US,Washington,3310 Wisconsin Ave NW,4.0,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated
1962,Barcelona Wine Bar,US,Washington,1622 14th St NW,4.0,6,11,00,00,00
1963,Barcelona Wine Bar,US,Washington,1622 14th St NW,4.0,6,11,00,00,00
1964,Barcha,US,San Francisco,28 Fremont St,4.0,5,17,30,22,00
1965,Barcha,US,San Francisco,28 Fremont St,4.0,5,17,30,22,00
1966,Barcha,US,San Francisco,28 Fremont St,4.0,5,17,30,22,00
1967,Barcha,US,San Francisco,28 Fremont St,4.0,5,17,30,22,00
1968,Barcha,US,San Francisco,28 Fremont St,4.0,5,17,30,22,00
1969,Barcha,US,San Francisco,28 Fremont St,4.0,5,17,30,22,00
1970,Bareburger,US,Washington,1647 Connecticut Ave NW,3.5,6,11,00,21,00
1971,Bareburger,US,Washington,1647 Connecticut Ave NW,3.5,6,11,00,21,00
1972,Barge House,GB,London,46 De Bouvoir Crescent,4.0,6,11,00,20,00
1973,Barge House,GB,London,46 De Bouvoir Crescent,4.0,6,11,00,20,00
1974,Barge House,GB,London,46 De Bouvoir Crescent,4.0,6,11,00,20,00
1975,Barge House,GB,London,46 De Bouvoir Crescent,4.0,6,11,00,20,00
1976,Barista & Cook,AU,Sydney,834 Bourke St,4.0,6,08,00,15,00
1977,Barista & Cook,AU,Sydney,834 Bourke St,4.0,6,08,00,15,00
1978,Barking Crab,US,Boston,88 Sleeper St,3.0,6,11,30,22,00
1979,Barking Crab,US,Boston,88 Sleeper St,3.0,6,11,30,22,00
1980,Barking Crab,US,Boston,88 Sleeper St,3.0,6,11,30,22,00
1981,Barking Crab,US,Boston,88 Sleeper St,3.0,6,11,30,22,00
1982,Barlow's Restaurant,US,Boston,241 A St,3.0,6,10,00,23,00
